age,studytime,failures,absences,G1,G2,traveltime,freetime,goout,health,internet,paid,activities,nursery,higher,romantic,famrel,schoolsup,famsup,G3,grade
15,3,0,28,10,4,3,2,4,1,1,0,1,1,0,1,5,1,0,5,F
19,2,0,6,9,14,4,1,4,3,0,1,1,1,0,0,2,1,0,11,C
19,1,0,16,5,10,2,2,1,2,1,1,1,1,1,1,3,0,1,6,F
15,2,0,2,11,8,3,2,3,5,0,1,1,0,0,1,1,1,1,10,C
18,2,0,19,10,7,4,1,1,4,0,0,0,0,0,1,5,1,1,7,D
16,3,0,19,14,10,3,2,3,5,0,1,0,1,1,0,2,0,1,11,C
19,2,0,20,8,13,1,3,3,5,1,1,0,1,1,0,2,1,0,12,C
15,3,1,29,15,18,3,4,4,4,1,1,1,1,1,1,2,1,0,14,B
17,1,3,2,8,5,3,1,4,4,1,0,0,0,1,0,4,1,1,1,F
15,3,2,2,10,15,2,4,3,4,1,1,0,1,0,1,2,1,1,9,D
17,1,0,16,12,18,1,3,3,2,1,1,0,1,1,0,5,0,1,16,B
18,3,0,6,14,4,1,1,3,1,0,0,1,1,0,0,3,1,1,9,D
16,4,0,26,18,4,2,4,4,1,0,0,0,0,1,1,5,1,0,10,C
15,4,1,25,12,14,3,4,4,4,1,1,1,1,0,0,2,1,1,10,C
21,2,0,13,12,15,4,3,2,5,1,1,0,0,1,1,3,0,1,12,C
21,3,0,16,9,19,1,4,3,3,1,1,0,0,1,1,1,1,0,13,C
20,3,1,17,13,4,1,3,2,4,0,0,0,1,1,1,1,1,1,5,F
19,1,0,12,9,18,3,2,3,5,1,0,1,1,0,0,5,1,0,11,C
18,2,0,19,6,15,3,3,4,5,0,1,1,1,0,0,3,0,1,8,D
15,3,0,28,4,8,1,2,2,2,0,0,1,0,0,1,5,0,0,6,F
21,2,0,19,19,13,3,1,2,2,1,1,1,0,1,1,3,0,1,14,B
19,4,0,20,10,10,4,4,1,1,0,1,1,0,0,0,3,0,1,10,C
21,3,0,26,7,5,1,3,3,1,0,0,0,1,1,1,5,0,1,8,D
15,3,0,17,4,13,4,3,4,3,1,1,0,0,1,0,3,1,1,11,C
17,2,0,3,18,11,4,4,1,3,0,0,1,1,1,0,2,0,1,14,B
15,3,1,0,11,7,3,4,1,3,1,0,1,1,0,0,3,1,0,7,D
20,2,0,17,15,15,4,1,3,3,0,1,0,1,1,1,3,0,1,13,C
15,3,0,0,9,6,3,1,1,5,1,0,1,0,0,1,5,0,0,9,D
15,1,0,25,9,13,2,3,3,5,1,1,0,0,1,0,1,0,0,9,D
20,2,2,25,5,14,3,1,1,1,0,0,1,0,1,1,4,1,0,5,F
18,3,0,12,18,11,4,2,3,2,1,1,0,1,1,1,3,1,0,13,C
15,4,0,19,4,5,2,1,4,2,0,1,1,0,0,0,4,1,1,4,F
20,3,2,19,16,14,3,1,3,4,0,1,1,0,0,0,3,0,1,12,C
19,4,1,22,17,14,4,3,3,5,1,0,0,1,1,1,5,0,1,12,C
17,4,0,9,17,16,1,2,2,3,0,1,0,1,0,0,5,0,1,18,A
17,1,1,26,5,6,1,1,4,3,1,0,1,0,0,1,3,0,0,2,F
15,2,0,10,7,15,3,2,4,4,0,0,1,1,1,0,5,0,0,10,C
18,3,0,8,5,6,3,2,4,2,0,0,0,0,1,0,5,0,0,4,F
18,1,0,8,19,13,1,2,1,3,1,0,1,1,0,1,3,1,1,15,B
19,3,0,4,4,14,4,4,2,2,0,0,0,1,1,1,1,1,1,9,D
15,4,1,25,10,4,4,4,4,4,0,1,0,0,1,1,3,0,1,6,F
17,2,0,0,14,9,4,4,1,2,0,0,1,1,0,1,1,1,1,14,B
18,3,0,16,14,5,3,4,1,2,0,1,0,1,0,1,5,1,0,10,C
15,3,1,21,18,4,2,3,1,2,0,1,0,1,1,0,1,1,1,8,D
21,4,1,1,15,19,2,1,2,3,0,0,1,0,0,0,5,0,1,15,B
18,3,0,23,11,5,2,4,1,1,0,1,0,1,0,1,1,0,0,8,D
20,3,0,12,9,15,2,3,2,5,0,1,0,1,1,0,1,0,0,14,B
21,4,0,8,7,9,2,1,3,2,1,0,0,0,1,1,3,0,1,10,C
18,1,1,28,17,17,3,4,1,2,0,1,0,0,1,0,1,1,1,14,B
17,4,1,3,9,7,3,1,4,2,0,0,1,1,1,0,5,0,0,9,D
16,1,3,4,6,9,2,4,1,1,1,0,0,1,0,1,3,0,1,5,F
21,2,0,10,15,15,3,3,3,4,1,0,1,1,0,1,1,0,0,11,C
19,1,0,23,11,12,3,2,3,3,1,1,0,0,1,1,3,1,0,11,C
19,1,0,18,13,19,2,2,1,1,0,1,1,1,1,0,4,1,1,16,B
17,2,0,20,17,16,4,1,3,2,1,1,0,0,1,1,3,1,0,13,C
18,1,0,2,16,13,3,3,2,1,1,1,1,0,1,1,4,1,1,13,C
15,4,2,11,16,15,4,2,2,1,0,0,0,1,0,1,4,1,1,11,C
18,1,0,25,5,13,3,4,1,1,0,0,0,1,0,1,3,0,1,6,F
17,2,0,18,8,11,3,2,2,4,1,1,0,0,1,1,5,1,1,8,D
19,4,1,18,4,4,2,1,2,5,1,0,0,1,1,1,5,1,0,4,F
18,2,0,12,9,16,3,1,4,3,0,1,1,1,0,0,5,0,1,13,C
19,2,1,27,5,11,1,3,1,4,0,0,1,0,0,0,2,0,1,7,D
21,3,0,6,7,12,1,1,3,4,0,0,0,1,0,0,4,0,0,8,D
15,3,0,14,9,9,2,2,1,5,0,0,1,0,0,0,3,1,1,8,D
21,2,0,22,13,13,4,2,2,4,0,0,0,1,1,1,5,0,1,14,B
19,2,0,6,14,18,4,2,4,1,1,0,0,0,0,1,5,1,1,16,B
19,2,2,25,11,8,4,2,1,1,0,1,1,0,0,0,3,0,1,5,F
16,3,0,7,15,9,1,3,1,2,0,1,1,1,0,0,4,1,0,13,C
16,3,0,4,11,19,4,4,2,4,0,0,1,0,1,0,3,1,0,15,B
21,1,0,20,14,16,4,4,2,2,0,1,0,0,1,1,2,1,1,14,B
20,1,0,13,9,9,2,3,1,3,0,0,0,1,0,1,2,1,0,7,D
21,2,2,3,7,12,4,1,2,1,1,0,1,1,0,1,3,0,0,7,D
16,4,0,22,11,7,1,4,2,3,0,0,0,1,1,0,4,0,0,7,D
19,4,1,9,16,5,1,1,2,5,1,0,1,0,1,0,5,1,0,9,D
17,3,3,19,11,14,1,4,2,1,0,1,1,0,0,0,2,0,1,6,F
21,3,0,14,13,14,2,1,2,3,1,0,1,0,1,0,2,1,0,13,C
19,3,2,17,17,12,2,3,4,5,1,1,1,1,0,0,4,0,1,10,C
17,2,0,19,4,19,3,2,2,3,0,0,1,0,1,1,2,0,1,10,C
17,4,0,12,19,5,4,1,3,5,0,0,1,0,0,1,2,1,0,10,C
16,1,0,28,7,19,2,2,1,5,0,1,0,1,0,1,4,1,1,12,C
21,2,1,7,7,13,1,1,4,1,0,0,0,0,1,1,3,0,0,8,D
18,1,3,8,10,12,1,1,4,2,0,0,1,1,0,1,5,1,1,3,F
15,1,0,15,19,5,2,1,2,5,1,1,1,1,1,0,5,0,1,10,C
16,2,1,18,17,15,2,1,1,5,0,1,1,1,1,1,2,0,0,14,B
16,1,0,15,17,11,2,1,3,1,0,1,0,0,1,0,5,0,1,12,C
18,4,0,6,14,12,3,2,2,2,1,0,1,0,0,1,3,1,0,13,C
15,1,0,13,10,15,1,1,1,4,0,0,1,0,0,0,2,1,1,11,C
19,4,3,27,19,13,3,2,2,4,1,1,1,1,0,0,5,0,1,11,C
20,4,0,13,16,12,3,3,2,2,0,1,0,1,1,0,1,1,0,12,C
21,4,0,24,14,13,4,4,2,3,1,0,1,1,0,0,1,1,0,14,B
20,3,0,26,18,19,1,1,2,1,0,0,0,0,0,0,1,0,0,16,B
19,1,0,3,11,12,1,4,2,2,1,1,0,0,0,0,1,1,1,11,C
16,2,0,25,19,5,2,2,2,4,1,1,1,0,0,1,1,1,0,11,C
15,2,0,14,14,19,2,3,2,5,0,1,0,0,1,0,2,0,0,15,B
16,1,2,2,8,7,4,3,3,4,0,1,0,0,0,0,4,1,0,3,F
17,3,0,4,10,10,3,3,4,5,0,0,0,1,1,1,4,0,0,10,C
16,3,0,0,11,15,2,4,3,1,1,0,1,0,1,0,2,1,1,16,B
16,4,0,2,19,5,2,2,2,5,1,0,0,1,1,1,2,1,1,11,C
19,1,2,14,18,4,1,1,2,2,1,0,1,1,1,1,3,0,1,10,C
19,1,1,23,12,6,1,1,3,5,0,1,1,0,0,0,4,0,1,6,F
19,2,0,26,6,15,2,2,3,3,0,0,1,1,0,0,1,1,1,9,D
20,1,1,7,6,7,1,4,4,2,1,1,0,0,0,1,2,0,1,3,F
17,3,0,28,7,11,4,1,3,1,0,0,1,0,1,0,1,0,0,7,D
19,1,0,3,8,9,2,2,4,2,1,0,0,1,0,1,4,1,1,7,D
15,2,0,1,13,14,1,1,2,3,0,0,0,0,1,0,5,0,0,12,C
20,4,0,28,4,5,4,3,1,1,0,1,0,0,0,1,5,1,0,4,F
18,2,0,23,18,18,1,1,1,4,1,0,0,1,0,0,2,1,0,16,B
15,2,2,23,18,12,1,4,1,3,0,1,1,1,0,0,3,0,0,13,C
21,4,1,9,10,17,1,2,1,1,0,1,1,1,1,1,1,1,1,11,C
21,2,1,3,12,5,2,4,2,5,0,0,0,1,0,1,2,0,1,7,D
15,2,0,2,11,16,3,2,1,2,0,1,1,1,1,1,3,1,1,14,B
19,1,0,1,18,18,1,3,3,1,0,0,1,1,1,1,1,0,0,15,B
18,1,1,24,18,15,4,2,3,2,1,1,1,0,1,0,4,0,1,14,B
18,4,0,16,8,8,2,1,1,5,0,0,0,0,0,1,5,1,1,8,D
20,1,0,22,17,15,2,1,3,1,1,1,1,0,0,1,3,0,1,10,C
18,1,0,20,17,7,4,3,4,4,0,1,0,1,1,0,1,0,1,12,C
21,2,1,23,7,16,1,2,2,3,0,0,1,0,1,0,2,0,1,7,D
17,3,0,19,15,10,3,3,1,1,1,0,0,1,1,1,1,1,1,11,C
19,1,0,22,10,11,1,1,1,5,1,0,0,0,1,0,2,1,0,10,C
18,3,1,12,8,8,4,4,2,1,0,0,0,1,1,1,5,0,0,6,F
20,1,0,4,10,13,2,3,3,2,0,1,1,0,0,0,5,0,1,12,C
21,1,0,29,15,17,3,4,2,1,1,1,0,1,0,1,1,1,0,15,B
17,4,0,20,4,17,2,4,2,4,1,1,1,1,0,0,1,1,0,10,C
16,4,0,29,4,8,4,2,3,1,1,1,0,1,1,1,2,1,1,8,D
16,4,1,8,19,5,1,3,2,3,1,0,1,1,1,1,2,0,0,10,C
17,3,0,24,13,11,3,4,3,1,0,1,0,0,0,0,3,1,1,14,B
21,2,0,28,17,17,2,4,3,2,0,0,1,0,0,0,3,0,0,14,B
20,1,2,24,16,5,2,2,2,1,0,1,0,1,1,1,3,1,1,8,D
17,1,2,27,6,19,2,2,4,4,0,0,0,1,1,1,1,0,0,9,D
19,1,2,21,17,13,1,1,3,5,0,0,0,1,1,0,3,1,0,11,C
19,3,0,5,14,15,3,4,2,1,1,0,1,0,0,0,1,0,0,13,C
16,4,0,4,5,9,1,1,3,1,1,0,0,1,1,0,5,1,0,8,D
18,2,3,24,5,11,1,4,4,3,1,0,0,1,1,0,4,1,1,0,F
20,3,1,9,10,9,1,1,4,4,0,1,0,0,1,0,5,0,0,9,D
16,4,0,7,15,7,4,2,1,5,1,0,0,1,0,0,1,1,1,12,C
18,3,0,6,13,16,4,3,3,2,0,1,1,1,1,0,1,1,1,15,B
18,2,0,6,5,7,4,2,3,1,0,1,0,0,0,0,4,1,0,2,F
19,4,2,5,14,9,3,1,2,5,0,0,0,1,1,0,2,1,0,8,D
21,3,0,20,7,17,1,1,3,2,1,1,1,1,1,1,2,0,1,11,C
15,2,0,28,5,18,1,3,1,4,0,1,1,0,0,0,2,0,0,10,C
21,1,0,19,9,19,4,4,4,4,0,1,1,1,1,0,3,1,1,13,C
15,2,1,2,11,16,1,1,4,5,1,0,0,0,0,1,2,0,0,11,C
17,1,1,18,13,7,1,1,1,2,0,0,1,1,1,1,3,0,1,8,D
19,3,0,21,19,11,2,1,3,4,1,0,1,1,0,1,3,0,0,13,C
18,4,1,14,7,12,1,3,3,5,0,0,1,1,1,1,2,0,0,10,C
20,4,3,3,18,19,2,2,1,4,1,1,0,1,0,1,2,0,1,15,B
15,3,0,27,8,4,1,1,2,4,0,1,0,1,0,1,4,1,1,6,F
21,4,0,11,7,16,3,3,4,4,0,1,0,0,1,0,4,0,1,12,C
18,4,0,5,6,7,4,1,1,3,1,1,1,1,0,1,3,1,0,11,C
15,1,1,18,8,7,2,4,1,2,0,1,0,1,1,1,4,0,0,6,F
15,3,0,3,17,5,4,3,3,5,1,1,1,0,0,1,3,1,0,10,C
15,2,0,14,12,9,2,1,4,5,0,0,1,0,1,0,1,1,0,10,C
20,1,1,8,11,6,2,3,3,2,1,1,1,1,1,1,3,1,1,8,D
19,3,0,4,11,10,2,1,1,2,0,1,0,0,1,0,3,0,1,10,C
20,1,2,12,11,19,3,2,2,2,0,1,1,1,1,1,4,0,0,12,C
16,2,0,22,15,16,1,1,4,2,0,0,1,0,0,1,1,1,0,14,B
18,2,0,25,11,14,2,3,1,1,1,1,0,0,1,0,5,1,0,8,D
19,3,1,17,10,19,3,4,1,5,1,1,1,1,1,0,5,0,1,13,C
19,2,1,29,11,14,2,4,2,1,1,0,1,0,1,1,5,0,1,9,D
19,1,0,29,14,8,1,4,1,4,1,1,1,1,1,0,1,1,0,10,C
21,2,2,4,17,7,2,1,1,4,1,0,0,0,1,0,2,0,1,11,C
19,1,2,24,19,8,3,2,4,5,0,0,1,0,0,1,1,0,0,9,D
20,1,0,15,11,11,1,1,4,4,0,1,0,0,1,1,4,0,0,12,C
19,2,3,26,16,6,3,4,4,2,0,1,0,1,0,1,3,0,1,5,F
17,3,0,18,17,17,1,3,3,1,0,0,1,1,0,0,3,0,1,17,A
18,4,0,13,11,10,1,4,2,2,0,1,1,0,1,1,4,0,1,12,C
19,2,0,24,15,18,4,3,4,4,1,1,1,1,1,1,4,1,1,15,B
18,1,2,29,13,17,4,2,3,1,0,0,1,1,0,0,3,1,0,11,C
17,1,1,15,10,9,4,3,3,2,1,0,0,1,0,0,2,1,1,6,F
17,2,0,26,15,15,1,1,2,5,0,1,0,0,0,1,2,1,1,13,C
18,3,0,14,4,19,2,1,2,2,1,0,1,1,1,0,2,1,1,10,C
15,3,0,21,7,4,3,1,1,4,1,1,0,0,0,1,4,1,1,6,F
16,1,0,3,16,16,3,3,3,1,1,1,1,0,0,0,3,0,0,15,B
21,1,2,6,16,10,3,1,4,5,0,1,1,0,1,1,3,0,0,11,C
15,3,1,15,19,17,4,1,2,1,0,1,1,0,0,0,3,1,1,17,A
15,4,0,23,7,16,1,1,3,5,0,0,1,0,1,0,1,1,1,11,C
20,2,3,21,8,10,4,2,4,1,0,1,0,1,0,0,1,1,0,2,F
21,1,0,20,13,17,2,3,3,4,1,0,0,1,1,0,5,0,0,14,B
21,1,3,21,9,19,1,3,2,5,1,1,1,0,0,1,1,0,1,9,D
15,3,1,20,7,18,3,4,1,3,1,1,1,1,1,0,2,0,0,12,C
19,2,0,7,18,15,4,3,3,1,1,0,0,1,1,1,2,0,0,18,A
20,3,0,16,5,4,4,2,4,1,0,1,0,1,0,0,2,1,0,4,F
20,2,2,15,19,12,2,3,2,2,1,0,0,1,1,0,2,1,0,11,C
17,2,0,26,9,9,2,2,1,5,0,0,1,1,0,1,5,1,1,7,D
21,2,0,22,18,18,4,2,4,3,1,1,0,1,1,0,2,1,0,17,A
15,1,0,9,11,15,2,3,4,4,1,1,1,1,1,0,4,0,0,12,C
17,4,0,9,18,5,3,4,4,2,1,1,1,0,1,1,4,0,1,13,C
18,3,0,26,11,8,2,1,3,3,0,1,0,0,1,0,4,1,1,9,D
16,4,1,1,10,16,2,1,2,5,0,0,1,0,1,1,1,0,1,12,C
20,3,2,29,9,14,4,3,4,3,1,1,0,1,1,0,3,0,0,7,D
18,2,0,8,5,7,4,3,3,1,1,1,1,1,1,0,5,0,1,8,D
18,1,1,16,18,10,1,2,2,1,1,1,1,0,0,0,4,0,0,11,C
19,4,0,10,10,11,1,3,2,2,0,1,1,1,0,1,4,1,1,11,C
16,1,2,9,14,19,4,2,3,5,0,1,1,1,1,0,2,0,0,11,C
18,3,1,21,15,14,2,4,3,5,0,0,1,0,1,0,4,1,1,10,C
18,1,0,24,17,17,2,3,4,3,1,1,1,0,1,0,2,0,1,17,A
16,1,1,16,19,18,1,1,2,2,0,0,0,0,0,0,2,0,0,16,B
16,4,0,3,17,14,1,1,1,5,1,1,0,1,1,0,3,1,1,14,B
18,2,0,15,8,4,1,3,3,1,0,1,1,1,0,0,1,1,1,7,D
16,1,1,19,19,8,3,2,2,3,1,1,0,1,1,0,2,0,1,12,C
18,2,0,14,9,18,3,1,2,4,1,0,1,0,1,0,2,0,1,13,C
18,3,0,24,13,6,1,2,4,1,0,1,0,0,1,0,3,1,1,12,C
19,1,0,26,11,4,2,3,1,2,1,0,0,1,1,1,2,0,0,7,D
15,4,1,20,19,15,1,3,4,5,1,0,1,0,1,0,5,0,0,13,C
18,3,0,4,17,6,3,1,1,1,1,1,0,0,0,1,1,1,1,12,C
17,3,0,5,11,17,2,3,1,4,0,0,1,1,1,1,5,0,1,15,B
20,4,1,16,6,9,3,4,3,4,1,1,0,0,0,1,4,0,0,6,F
21,1,1,0,15,17,2,4,2,2,0,1,1,0,0,0,1,0,0,14,B
15,1,0,24,19,10,3,1,2,1,0,0,0,0,1,1,4,0,1,10,C
15,3,0,18,15,19,2,4,2,3,1,1,1,1,1,1,2,0,0,18,A
15,1,0,3,17,11,2,2,1,1,0,1,0,1,1,1,3,1,1,12,C
19,2,0,16,10,16,2,1,2,4,1,0,1,0,0,0,5,0,1,11,C
18,4,0,8,4,14,2,1,3,2,0,0,0,1,0,1,4,1,1,10,C
19,2,1,23,4,7,4,2,1,2,1,0,1,1,0,0,2,1,1,4,F
18,1,1,1,10,6,3,4,1,3,0,0,0,1,1,1,5,0,0,7,D
19,3,0,7,18,8,3,4,1,2,1,0,1,0,0,1,5,1,0,12,C
19,4,0,14,18,12,4,4,1,2,1,0,0,1,0,0,4,0,0,14,B
20,1,1,6,13,16,2,1,3,2,1,1,1,0,0,0,2,1,1,10,C
17,1,0,26,12,9,2,1,2,2,1,0,1,0,1,1,3,1,0,9,D
19,3,3,5,10,18,3,4,3,2,0,0,1,1,0,1,4,1,1,11,C
20,3,0,0,13,12,4,3,2,4,0,1,1,0,0,1,5,0,1,13,C
16,2,0,14,8,18,2,4,3,1,1,1,0,1,1,0,5,1,0,14,B
17,4,1,22,11,9,2,2,4,5,0,0,0,1,1,0,1,1,1,11,C
19,4,0,25,5,5,2,1,4,2,1,0,0,0,1,1,2,1,1,5,F
21,3,1,6,12,16,1,2,4,5,1,1,1,0,0,1,1,0,1,12,C
15,2,0,28,9,8,4,2,4,5,0,0,1,1,0,0,3,0,0,11,C
16,4,0,29,16,15,2,1,1,4,0,0,1,1,0,0,4,1,1,17,A
16,3,2,24,12,14,1,3,1,2,1,1,1,1,1,1,5,1,0,7,D
20,1,0,16,19,12,4,4,3,5,0,0,1,1,0,0,2,1,1,14,B
16,4,1,1,5,11,2,2,3,2,1,1,0,0,1,1,5,1,0,8,D
17,2,0,26,6,10,3,1,4,3,0,0,0,0,1,0,1,0,1,8,D
19,2,0,8,15,4,1,2,2,3,0,1,0,0,0,1,1,0,0,8,D
19,2,1,28,11,7,1,4,4,3,0,1,1,1,0,1,4,0,0,5,F
21,1,0,8,4,15,2,3,3,5,0,1,1,0,0,1,2,1,1,8,D
15,4,0,12,18,10,2,3,4,3,0,0,1,0,1,0,2,0,1,13,C
20,4,0,5,13,19,1,3,3,4,1,1,1,0,1,1,4,1,1,18,A
15,1,0,5,18,14,3,1,4,4,0,0,1,0,0,1,1,1,1,13,C
16,4,0,19,18,10,3,1,2,5,0,1,1,1,1,0,1,1,0,13,C
21,1,1,19,18,18,4,3,4,2,1,1,1,0,0,1,1,0,1,12,C
15,1,2,20,10,9,2,4,2,1,1,1,0,0,0,1,5,1,0,7,D
17,1,2,2,10,11,3,4,2,2,1,0,0,0,0,1,3,0,1,9,D
19,2,1,16,16,14,4,1,3,2,0,0,1,0,1,0,1,1,0,12,C
16,4,1,16,4,16,3,3,2,2,0,1,1,1,1,0,3,0,0,9,D
21,1,1,11,19,9,2,4,1,2,1,0,1,1,0,0,3,1,0,12,C
15,4,0,15,12,13,4,4,1,1,1,0,0,0,0,0,2,0,1,15,B
20,2,2,14,11,19,4,4,1,3,1,0,0,1,1,1,4,1,1,12,C
17,1,1,12,7,6,4,1,3,2,1,1,1,1,0,0,5,0,0,3,F
17,3,0,22,13,7,3,3,1,4,0,0,0,1,1,0,3,1,0,7,D
15,2,0,0,14,17,2,2,3,5,0,1,0,1,0,0,5,1,0,13,C
19,3,0,16,8,6,4,3,3,5,0,1,0,0,1,1,2,1,0,7,D
15,4,0,2,5,4,1,3,1,4,0,1,1,1,0,1,1,0,0,5,F
16,4,2,25,16,18,2,1,2,2,0,0,0,1,1,1,3,1,1,14,B
15,2,0,14,19,13,1,4,4,1,1,1,0,0,0,0,4,1,0,14,B
17,4,0,3,12,8,1,4,3,3,0,0,1,0,1,1,2,1,1,10,C
21,3,3,3,18,18,4,1,1,5,1,0,1,0,1,1,5,0,1,12,C
15,1,0,17,15,4,4,1,3,3,1,1,0,0,1,0,1,1,1,11,C
19,1,0,16,15,4,3,1,2,1,1,1,1,1,1,1,5,1,0,10,C
21,1,0,18,9,5,3,1,2,5,0,1,0,0,0,0,4,0,0,8,D
20,2,1,10,6,16,3,1,1,3,1,0,0,1,1,0,3,1,0,10,C
18,4,2,19,15,7,2,2,3,1,0,0,1,1,1,1,4,0,0,8,D
15,3,0,2,10,9,3,3,4,3,1,1,1,0,0,0,5,1,1,12,C
19,4,2,7,12,11,1,3,4,2,0,1,0,0,1,0,5,0,1,9,D
21,4,0,13,6,16,3,3,3,1,1,0,1,1,0,0,4,0,1,12,C
19,4,2,25,19,19,4,4,3,3,0,0,1,1,1,0,4,0,0,15,B
20,1,1,0,5,6,3,2,3,2,1,1,0,0,1,0,4,1,0,0,F
17,3,1,13,19,4,2,3,1,2,1,0,0,0,1,0,1,1,0,13,C
19,3,0,1,10,6,2,4,2,1,1,0,0,0,1,1,5,0,0,10,C
21,4,3,28,10,15,1,2,4,4,1,0,0,1,1,0,2,1,0,8,D
19,1,1,22,7,6,2,2,1,5,0,0,0,1,1,0,1,1,0,4,F
19,1,0,3,14,8,3,4,3,1,0,0,0,0,0,0,1,0,1,10,C
19,3,1,23,12,14,4,2,3,2,0,0,1,1,0,0,1,0,1,10,C
16,1,0,26,19,15,2,4,2,2,1,1,1,0,1,1,2,0,0,16,B
16,1,2,28,17,15,1,3,3,1,1,0,0,1,1,1,4,0,1,9,D
17,1,0,18,11,7,3,4,1,4,1,1,1,1,0,0,5,1,1,8,D
15,2,1,5,16,16,1,2,1,5,1,1,1,0,0,1,3,1,1,15,B
19,4,0,24,16,7,2,3,2,3,1,0,0,0,1,0,3,1,1,11,C
20,3,0,0,4,12,2,3,1,1,1,1,1,0,1,0,5,1,0,10,C
15,3,0,16,4,10,1,1,4,5,0,1,1,1,1,0,2,1,1,6,F
20,2,0,7,8,7,3,1,1,5,0,1,0,1,1,0,3,1,0,6,F
15,4,0,18,9,6,2,2,1,2,0,0,1,0,1,1,1,0,0,9,D
17,3,0,20,6,9,4,4,1,3,0,1,1,1,1,1,3,1,1,9,D
19,1,0,0,16,6,2,4,4,1,0,0,0,0,0,0,5,1,0,8,D
19,3,0,4,12,9,3,2,3,2,0,1,1,1,1,0,1,1,1,12,C
18,1,0,26,15,14,2,3,1,2,0,1,1,0,1,1,3,0,0,12,C
20,2,1,15,13,16,1,2,2,4,0,1,1,1,0,1,5,0,0,12,C
15,1,0,5,17,14,2,2,4,5,1,1,0,1,0,0,2,1,1,12,C
15,3,2,7,18,16,2,3,2,1,1,0,0,1,0,1,5,0,1,12,C
16,3,2,12,9,16,3,4,1,1,1,1,1,1,0,0,2,0,0,11,C
18,3,1,15,7,15,1,2,2,1,1,1,1,0,1,1,1,1,1,10,C
21,2,0,29,15,12,3,4,1,2,1,0,0,1,0,1,5,1,0,11,C
21,2,2,2,10,9,2,2,4,4,1,0,0,0,0,1,4,1,1,6,F
16,4,0,18,11,15,4,3,2,3,1,0,1,0,1,1,4,0,0,14,B
16,3,0,11,12,7,2,3,2,2,0,1,0,0,0,0,4,0,0,10,C
16,1,0,15,16,18,3,1,1,3,0,0,1,0,0,0,4,1,0,15,B
20,2,1,26,19,8,4,3,1,4,1,0,1,1,1,1,4,0,0,12,C
20,3,0,10,14,16,3,1,3,5,0,0,0,0,1,0,2,0,0,16,B
17,3,0,9,9,9,3,2,1,1,0,0,0,1,1,1,5,0,1,10,C
17,2,3,24,18,14,1,4,1,3,0,0,1,1,1,1,1,1,0,10,C
16,4,2,19,9,6,4,3,3,2,0,0,1,1,1,0,4,1,1,6,F
18,2,0,3,11,11,2,3,1,3,0,1,0,1,1,0,4,1,1,12,C
15,2,0,11,15,7,3,3,1,5,1,0,1,0,1,0,1,1,0,12,C
20,1,1,22,8,11,2,2,3,1,0,1,0,1,0,1,1,1,0,8,D
18,1,0,1,17,13,1,1,4,3,1,0,0,0,0,0,4,0,1,13,C
19,4,0,23,6,13,1,2,4,5,1,0,0,1,1,0,2,0,0,8,D
20,3,0,21,15,19,4,4,1,2,1,0,0,1,0,0,1,0,0,15,B
20,2,2,18,6,6,1,2,1,4,0,1,0,0,1,0,5,0,1,4,F
17,4,1,24,16,13,1,4,3,2,1,0,1,1,0,1,5,0,1,10,C
15,1,1,4,9,10,2,3,3,1,1,0,0,1,1,1,2,0,1,8,D
15,2,2,7,5,14,1,4,4,2,1,0,0,1,0,1,3,1,1,7,D
21,3,0,6,19,16,1,4,2,2,1,0,0,1,1,1,2,1,1,19,A
21,1,0,13,9,15,3,1,1,2,0,1,0,1,0,1,4,0,1,11,C
21,1,0,23,19,12,1,4,2,2,1,1,0,0,1,1,3,1,0,12,C
21,1,0,22,16,7,3,4,2,1,1,1,0,1,0,1,4,0,1,9,D
19,4,0,2,9,11,1,2,3,5,1,1,0,1,0,0,5,0,1,9,D
19,3,1,17,11,6,1,3,1,3,1,1,1,0,1,1,1,1,0,6,F
20,2,0,15,10,19,4,2,1,4,0,0,1,1,0,1,4,1,0,13,C
16,4,2,22,11,10,4,2,3,3,1,0,1,0,0,1,5,0,0,6,F
17,4,0,18,17,6,3,3,2,3,1,0,1,1,0,1,2,1,0,14,B
17,4,0,18,12,15,1,3,3,4,1,1,0,1,0,0,4,0,0,11,C
21,1,0,17,9,18,2,4,4,1,1,0,1,0,0,1,5,0,0,14,B
20,3,0,19,17,18,4,4,1,4,1,1,0,1,1,1,1,0,1,19,A
18,4,1,15,19,10,2,1,4,1,1,0,1,1,1,0,4,0,0,15,B
16,2,0,7,6,17,4,2,3,3,0,1,1,0,0,1,5,0,0,10,C
20,3,0,27,13,14,4,3,1,1,1,0,0,0,1,1,4,1,0,13,C
16,2,0,0,6,13,1,4,4,5,0,0,0,1,0,1,1,0,0,8,D
16,3,0,16,19,13,4,3,4,4,0,0,1,0,1,1,4,1,1,17,A
16,2,0,11,14,14,2,4,2,5,1,0,1,1,0,1,4,0,0,13,C
20,1,1,29,15,14,4,1,1,3,0,1,1,0,0,1,5,1,0,10,C
21,4,3,20,4,9,3,1,4,4,1,0,1,1,0,1,3,0,1,1,F
17,2,0,10,14,5,1,3,4,3,0,0,0,0,0,0,4,1,1,5,F
17,3,1,4,18,14,1,1,2,5,1,0,1,0,1,0,3,0,1,13,C
